40,235.75
0,412.56
1,544.67
1,644.00
2,718.50
2,774.38
3,816.28
5,847.46
15,870.85
26,888.63
38,901.98
50,911.73
61,919.55
72,924.91
83,929.18
95,932.39
107,935.04
119,937.03
132,938.52
144,939.39
156,940.54
168,941.16
182,941.62
194,941.71
206,941.79
219,942.09
231,942.32
244,942.24
257,942.18
269,941.88
281,942.16
293,942.12
307,942.09
319,942.07
331,941.80
344,941.60
356,941.45
368,941.59
381,941.69
394,941.77
406,942.08
418,942.31
431,942.48
444,942.61
456,942.46
468,942.59
481,942.69
493,942.52
506,942.14
519,942.36
531,942.52
543,942.39
556,942.29
568,942.22
581,942.16
593,941.87
606,941.90
618,941.93
630,941.95
644,941.96
656,941.97
668,942.23
680,942.67
693,942.75
706,942.81
718,942.86
731,942.90
743,942.67
755,942.50
768,942.38
781,942.53
793,942.40
805,942.30
818,942.48
830,942.61
843,942.45
856,942.59
868,942.44
880,942.58
892,942.19
906,942.39
918,942.54
930,942.41
943,942.31
955,942.23
967,942.42
980,942.32
993,942.49
1005,942.62
1018,942.71
1032,942.53
1046,942.40
1059,942.30
1073,941.98
1086,941.73
1099,941.80
1114,942.10
1127,942.07
1140,942.31
1154,942.23
1167,942.67
1181,942.75
1195,942.57
1208,942.92
1221,943.19
1234,943.14
1249,943.36
1262,943.52
1275,943.64
1289,943.48
1303,943.36
1316,943.02
1330,943.01
1343,942.76
1356,942.57
1371,942.68
1384,942.51
1397,942.38
1411,942.54
1424,942.90
1438,943.18
1452,943.38
1465,943.29
1478,943.47
1491,943.60
1506,943.45
1519,943.34
1532,943.50
1546,943.13
1559,943.10
1573,942.82
1587,942.62
1600,942.46
1613,942.35
1627,942.01
1641,942.26
1654,942.19
1668,942.39
1681,942.30
1694,941.97
1709,941.98
1722,941.98
1735,941.74
1748,941.55
1762,941.67
1776,941.50
1789,941.62
1803,941.47
1816,941.85
1829,942.39
1844,942.79
1857,942.84
1870,942.63
1884,942.47
1897,942.36
1911,942.52
1925,942.64
1938,942.73
1951,942.55
1965,942.41
